Index,State,Year,DoY,Event_Label,Event_Obs,Date,Sex,Site,Orchard,Genotype,Tree,X,Y,Source
1507,2,2010,158,last_flowering,3,2010-06-07,MALE,PGTIS,220,1592,NA,DD,38,Rita Wagner
1508,1,2010,146,before_flowering,1,2010-05-26,MALE,PGTIS,220,1592,NA,M,45,Rita Wagner
1508,2,2010,151,first_flowering,2,2010-05-31,MALE,PGTIS,220,1592,NA,M,45,Rita Wagner
1508,2,2010,158,last_flowering,3,2010-06-07,MALE,PGTIS,220,1592,NA,M,45,Rita Wagner
1509,1,2010,146,before_flowering,1,2010-05-26,MALE,PGTIS,220,1597,NA,DD,30,Rita Wagner
1509,2,2010,151,first_flowering,2,2010-05-31,MALE,PGTIS,220,1597,NA,DD,30,Rita Wagner
1509,2,2010,158,last_flowering,3,2010-06-07,MALE,PGTIS,220,1597,NA,DD,30,Rita Wagner
1510,1,2010,146,before_flowering,1,2010-05-26,MALE,PGTIS,220,1597,NA,J,2,Rita Wagner
1510,2,2010,151,first_flowering,2,2010-05-31,MALE,PGTIS,220,1597,NA,J,2,Rita Wagner
1510,2,2010,158,last_flowering,3,2010-06-07,MALE,PGTIS,220,1597,NA,J,2,Rita Wagner
1511,1,2010,146,before_flowering,1,2010-05-26,MALE,PGTIS,220,1598,NA,C,47,Rita Wagner
1511,2,2010,151,first_flowering,2,2010-05-31,MALE,PGTIS,220,1598,NA,C,47,Rita Wagner
1511,2,2010,158,last_flowering,3,2010-06-07,MALE,PGTIS,220,1598,NA,C,47,Rita Wagner
1512,1,2010,146,before_flowering,1,2010-05-26,MALE,PGTIS,220,1598,NA,DD,19,Rita Wagner
1512,2,2010,151,first_flowering,2,2010-05-31,MALE,PGTIS,220,1598,NA,DD,19,Rita Wagner
1512,2,2010,158,last_flowering,3,2010-06-07,MALE,PGTIS,220,1598,NA,DD,19,Rita Wagner
1513,1,2011,158,before_flowering,1,2011-06-07,FEMALE,PGTIS,220,980,NA,DD,3,Rita Wagner
1513,2,2011,164,first_flowering,2,2011-06-13,FEMALE,PGTIS,220,980,NA,DD,3,Rita Wagner
1513,2,2011,164,last_flowering,3,2011-06-13,FEMALE,PGTIS,220,980,NA,DD,3,Rita Wagner
1514,1,2011,158,before_flowering,1,2011-06-07,FEMALE,PGTIS,220,980,NA,DD,15,Rita Wagner
1514,2,2011,164,first_flowering,2,2011-06-13,FEMALE,PGTIS,220,980,NA,DD,15,Rita Wagner
1514,2,2011,164,last_flowering,3,2011-06-13,FEMALE,PGTIS,220,980,NA,DD,15,Rita Wagner
1515,2,2011,158,first_flowering,2,2011-06-07,FEMALE,PGTIS,220,984,NA,A,46,Rita Wagner
1515,2,2011,164,last_flowering,3,2011-06-13,FEMALE,PGTIS,220,984,NA,A,46,Rita Wagner
1516,1,2011,158,before_flowering,1,2011-06-07,FEMALE,PGTIS,220,984,NA,C,8,Rita Wagner
1516,2,2011,164,first_flowering,2,2011-06-13,FEMALE,PGTIS,220,984,NA,C,8,Rita Wagner
1516,2,2011,164,last_flowering,3,2011-06-13,FEMALE,PGTIS,220,984,NA,C,8,Rita Wagner
1517,1,2011,158,before_flowering,1,2011-06-07,FEMALE,PGTIS,220,985,NA,A,27,Rita Wagner
1517,2,2011,164,first_flowering,2,2011-06-13,FEMALE,PGTIS,220,985,NA,A,27,Rita Wagner
1517,2,2011,164,last_flowering,3,2011-06-13,FEMALE,PGTIS,220,985,NA,A,27,Rita Wagner
1518,1,2011,158,before_flowering,1,2011-06-07,FEMALE,PGTIS,220,985,NA,A,36,Rita Wagner
1518,2,2011,164,first_flowering,2,2011-06-13,FEMALE,PGTIS,220,985,NA,A,36,Rita Wagner
1518,2,2011,164,last_flowering,3,2011-06-13,FEMALE,PGTIS,220,985,NA,A,36,Rita Wagner
1519,1,2011,158,before_flowering,1,2011-06-07,FEMALE,PGTIS,220,988,NA,A,37,Rita Wagner
1519,2,2011,164,first_flowering,2,2011-06-13,FEMALE,PGTIS,220,988,NA,A,37,Rita Wagner
1519,2,2011,164,last_flowering,3,2011-06-13,FEMALE,PGTIS,220,988,NA,A,37,Rita Wagner
1520,2,2011,158,first_flowering,2,2011-06-07,FEMALE,PGTIS,220,988,NA,L,47,Rita Wagner
1520,2,2011,164,last_flowering,3,2011-06-13,FEMALE,PGTIS,220,988,NA,L,47,Rita Wagner
1521,1,2011,158,before_flowering,1,2011-06-07,FEMALE,PGTIS,220,1472,NA,A,45,Rita Wagner
1521,2,2011,164,first_flowering,2,2011-06-13,FEMALE,PGTIS,220,1472,NA,A,45,Rita Wagner
1521,2,2011,164,last_flowering,3,2011-06-13,FEMALE,PGTIS,220,1472,NA,A,45,Rita Wagner
1522,1,2011,158,before_flowering,1,2011-06-07,FEMALE,PGTIS,220,1472,NA,B,1,Rita Wagner
1522,2,2011,164,first_flowering,2,2011-06-13,FEMALE,PGTIS,220,1472,NA,B,1,Rita Wagner
1522,2,2011,171,last_flowering,3,2011-06-20,FEMALE,PGTIS,220,1472,NA,B,1,Rita Wagner
1523,1,2011,158,before_flowering,1,2011-06-07,FEMALE,PGTIS,220,1475,NA,CC,35,Rita Wagner
1523,2,2011,164,first_flowering,2,2011-06-13,FEMALE,PGTIS,220,1475,NA,CC,35,Rita Wagner
1523,2,2011,164,last_flowering,3,2011-06-13,FEMALE,PGTIS,220,1475,NA,CC,35,Rita Wagner
1524,1,2011,158,before_flowering,1,2011-06-07,FEMALE,PGTIS,220,1475,NA,F,8,Rita Wagner
1524,2,2011,164,first_flowering,2,2011-06-13,FEMALE,PGTIS,220,1475,NA,F,8,Rita Wagner
1524,2,2011,164,last_flowering,3,2011-06-13,FEMALE,PGTIS,220,1475,NA,F,8,Rita Wagner
1525,2,2011,158,first_flowering,2,2011-06-07,FEMALE,PGTIS,220,1478,NA,DD,20,Rita Wagner
1525,2,2011,164,last_flowering,3,2011-06-13,FEMALE,PGTIS,220,1478,NA,DD,20,Rita Wagner
1526,2,2011,158,first_flowering,2,2011-06-07,FEMALE,PGTIS,220,1478,NA,DD,41,Rita Wagner
1526,2,2011,164,last_flowering,3,2011-06-13,FEMALE,PGTIS,220,1478,NA,DD,41,Rita Wagner
1527,1,2011,158,before_flowering,1,2011-06-07,FEMALE,PGTIS,220,1479,NA,F,15,Rita Wagner
1527,2,2011,164,first_flowering,2,2011-06-13,FEMALE,PGTIS,220,1479,NA,F,15,Rita Wagner
1527,2,2011,164,last_flowering,3,2011-06-13,FEMALE,PGTIS,220,1479,NA,F,15,Rita Wagner
1528,1,2011,158,before_flowering,1,2011-06-07,FEMALE,PGTIS,220,1479,NA,M,1,Rita Wagner
1528,2,2011,164,first_flowering,2,2011-06-13,FEMALE,PGTIS,220,1479,NA,M,1,Rita Wagner
1528,2,2011,164,last_flowering,3,2011-06-13,FEMALE,PGTIS,220,1479,NA,M,1,Rita Wagner
1529,2,2011,158,first_flowering,2,2011-06-07,FEMALE,PGTIS,220,1481,NA,DD,5,Rita Wagner
1529,2,2011,164,last_flowering,3,2011-06-13,FEMALE,PGTIS,220,1481,NA,DD,5,Rita Wagner
1530,2,2011,158,first_flowering,2,2011-06-07,FEMALE,PGTIS,220,1481,NA,Q,43,Rita Wagner
1530,2,2011,164,last_flowering,3,2011-06-13,FEMALE,PGTIS,220,1481,NA,Q,43,Rita Wagner
1531,2,2011,158,first_flowering,2,2011-06-07,FEMALE,PGTIS,220,1488,NA,F,36,Rita Wagner
1531,2,2011,164,last_flowering,3,2011-06-13,FEMALE,PGTIS,220,1488,NA,F,36,Rita Wagner
1532,2,2011,158,first_flowering,2,2011-06-07,FEMALE,PGTIS,220,1488,NA,H,1,Rita Wagner
1532,2,2011,164,last_flowering,3,2011-06-13,FEMALE,PGTIS,220,1488,NA,H,1,Rita Wagner
1533,1,2011,158,before_flowering,1,2011-06-07,FEMALE,PGTIS,220,1502,NA,DD,37,Rita Wagner
1533,2,2011,164,first_flowering,2,2011-06-13,FEMALE,PGTIS,220,1502,NA,DD,37,Rita Wagner
1533,2,2011,164,last_flowering,3,2011-06-13,FEMALE,PGTIS,220,1502,NA,DD,37,Rita Wagner
1534,2,2011,158,first_flowering,2,2011-06-07,FEMALE,PGTIS,220,1503,NA,A,41,Rita Wagner
1534,2,2011,164,last_flowering,3,2011-06-13,FEMALE,PGTIS,220,1503,NA,A,41,Rita Wagner
1535,2,2011,158,first_flowering,2,2011-06-07,FEMALE,PGTIS,220,1503,NA,Q,17,Rita Wagner
1535,2,2011,164,last_flowering,3,2011-06-13,FEMALE,PGTIS,220,1503,NA,Q,17,Rita Wagner
1536,1,2011,158,before_flowering,1,2011-06-07,FEMALE,PGTIS,220,1526,NA,A,14,Rita Wagner
1536,2,2011,164,first_flowering,2,2011-06-13,FEMALE,PGTIS,220,1526,NA,A,14,Rita Wagner
1536,2,2011,171,last_flowering,3,2011-06-20,FEMALE,PGTIS,220,1526,NA,A,14,Rita Wagner
1537,1,2011,158,before_flowering,1,2011-06-07,FEMALE,PGTIS,220,1526,NA,DD,35,Rita Wagner
1537,2,2011,164,first_flowering,2,2011-06-13,FEMALE,PGTIS,220,1526,NA,DD,35,Rita Wagner
1537,2,2011,171,last_flowering,3,2011-06-20,FEMALE,PGTIS,220,1526,NA,DD,35,Rita Wagner
1538,1,2011,158,before_flowering,1,2011-06-07,FEMALE,PGTIS,220,1528,NA,B,3,Rita Wagner
1538,2,2011,164,first_flowering,2,2011-06-13,FEMALE,PGTIS,220,1528,NA,B,3,Rita Wagner
1538,2,2011,171,last_flowering,3,2011-06-20,FEMALE,PGTIS,220,1528,NA,B,3,Rita Wagner
1539,1,2011,158,before_flowering,1,2011-06-07,FEMALE,PGTIS,220,1528,NA,DD,1,Rita Wagner
1539,2,2011,164,first_flowering,2,2011-06-13,FEMALE,PGTIS,220,1528,NA,DD,1,Rita Wagner
1539,2,2011,171,last_flowering,3,2011-06-20,FEMALE,PGTIS,220,1528,NA,DD,1,Rita Wagner
1540,1,2011,158,before_flowering,1,2011-06-07,FEMALE,PGTIS,220,1531,NA,A,30,Rita Wagner
1540,2,2011,164,first_flowering,2,2011-06-13,FEMALE,PGTIS,220,1531,NA,A,30,Rita Wagner
1540,2,2011,164,last_flowering,3,2011-06-13,FEMALE,PGTIS,220,1531,NA,A,30,Rita Wagner
1541,1,2011,158,before_flowering,1,2011-06-07,FEMALE,PGTIS,220,1531,NA,B,47,Rita Wagner
1541,2,2011,164,first_flowering,2,2011-06-13,FEMALE,PGTIS,220,1531,NA,B,47,Rita Wagner
1541,2,2011,164,last_flowering,3,2011-06-13,FEMALE,PGTIS,220,1531,NA,B,47,Rita Wagner
1542,1,2011,158,before_flowering,1,2011-06-07,FEMALE,PGTIS,220,1542,NA,C,5,Rita Wagner
1542,2,2011,164,first_flowering,2,2011-06-13,FEMALE,PGTIS,220,1542,NA,C,5,Rita Wagner
1542,2,2011,171,last_flowering,3,2011-06-20,FEMALE,PGTIS,220,1542,NA,C,5,Rita Wagner
1543,1,2011,158,before_flowering,1,2011-06-07,FEMALE,PGTIS,220,1542,NA,C,35,Rita Wagner
1543,2,2011,164,first_flowering,2,2011-06-13,FEMALE,PGTIS,220,1542,NA,C,35,Rita Wagner
1543,2,2011,171,last_flowering,3,2011-06-20,FEMALE,PGTIS,220,1542,NA,C,35,Rita Wagner
1544,2,2011,158,first_flowering,2,2011-06-07,FEMALE,PGTIS,220,1557,NA,DD,24,Rita Wagner
1544,2,2011,164,last_flowering,3,2011-06-13,FEMALE,PGTIS,220,1557,NA,DD,24,Rita Wagner
1545,1,2011,158,before_flowering,1,2011-06-07,FEMALE,PGTIS,220,1557,NA,DD,31,Rita Wagner
1545,2,2011,164,first_flowering,2,2011-06-13,FEMALE,PGTIS,220,1557,NA,DD,31,Rita Wagner
1545,2,2011,164,last_flowering,3,2011-06-13,FEMALE,PGTIS,220,1557,NA,DD,31,Rita Wagner
1546,1,2011,158,before_flowering,1,2011-06-07,FEMALE,PGTIS,220,1559,NA,BB,48,Rita Wagner
1546,2,2011,164,first_flowering,2,2011-06-13,FEMALE,PGTIS,220,1559,NA,BB,48,Rita Wagner
1546,2,2011,164,last_flowering,3,2011-06-13,FEMALE,PGTIS,220,1559,NA,BB,48,Rita Wagner
1547,1,2011,158,before_flowering,1,2011-06-07,FEMALE,PGTIS,220,1559,NA,S,1,Rita Wagner
1547,2,2011,164,first_flowering,2,2011-06-13,FEMALE,PGTIS,220,1559,NA,S,1,Rita Wagner
1547,2,2011,164,last_flowering,3,2011-06-13,FEMALE,PGTIS,220,1559,NA,S,1,Rita Wagner
1548,2,2011,158,first_flowering,2,2011-06-07,FEMALE,PGTIS,220,1582,NA,CC,8,Rita Wagner
1548,2,2011,164,last_flowering,3,2011-06-13,FEMALE,PGTIS,220,1582,NA,CC,8,Rita Wagner
1549,2,2011,158,first_flowering,2,2011-06-07,FEMALE,PGTIS,220,1582,NA,G,48,Rita Wagner
1549,2,2011,164,last_flowering,3,2011-06-13,FEMALE,PGTIS,220,1582,NA,G,48,Rita Wagner
1550,1,2011,158,before_flowering,1,2011-06-07,FEMALE,PGTIS,220,1587,NA,W,1,Rita Wagner
1550,2,2011,164,first_flowering,2,2011-06-13,FEMALE,PGTIS,220,1587,NA,W,1,Rita Wagner
1550,2,2011,164,last_flowering,3,2011-06-13,FEMALE,PGTIS,220,1587,NA,W,1,Rita Wagner
1551,1,2011,158,before_flowering,1,2011-06-07,FEMALE,PGTIS,220,1591,NA,DD,36,Rita Wagner
