Index,State,Year,DoY,Event_Label,Event_Obs,Date,Sex,Site,Orchard,Genotype,Tree,X,Y,Source
3876,2,2004,141,first_flowering,2,2004-05-20,FEMALE,PGTIS,228,1583,NA,BB,21,Rita Wagner
3876,2,2004,152,last_flowering,3,2004-05-31,FEMALE,PGTIS,228,1583,NA,BB,21,Rita Wagner
3877,1,2004,141,before_flowering,1,2004-05-20,FEMALE,PGTIS,228,1584,NA,DD,48,Rita Wagner
3877,2,2004,146,first_flowering,2,2004-05-25,FEMALE,PGTIS,228,1584,NA,DD,48,Rita Wagner
3877,2,2004,152,last_flowering,3,2004-05-31,FEMALE,PGTIS,228,1584,NA,DD,48,Rita Wagner
3878,1,2004,141,before_flowering,1,2004-05-20,FEMALE,PGTIS,228,1584,NA,R,26,Rita Wagner
3878,2,2004,146,first_flowering,2,2004-05-25,FEMALE,PGTIS,228,1584,NA,R,26,Rita Wagner
3878,2,2004,152,last_flowering,3,2004-05-31,FEMALE,PGTIS,228,1584,NA,R,26,Rita Wagner
3879,2,2004,141,first_flowering,2,2004-05-20,FEMALE,PGTIS,228,1585,NA,C,19,Rita Wagner
3879,2,2004,152,last_flowering,3,2004-05-31,FEMALE,PGTIS,228,1585,NA,C,19,Rita Wagner
3880,2,2004,141,first_flowering,2,2004-05-20,FEMALE,PGTIS,228,1585,NA,E,7,Rita Wagner
3880,2,2004,152,last_flowering,3,2004-05-31,FEMALE,PGTIS,228,1585,NA,E,7,Rita Wagner
3881,2,2004,141,first_flowering,2,2004-05-20,FEMALE,PGTIS,228,1586,NA,L,15,Rita Wagner
3881,2,2004,152,last_flowering,3,2004-05-31,FEMALE,PGTIS,228,1586,NA,L,15,Rita Wagner
3882,1,2004,141,before_flowering,1,2004-05-20,FEMALE,PGTIS,228,1586,NA,Q,20,Rita Wagner
3882,2,2004,146,first_flowering,2,2004-05-25,FEMALE,PGTIS,228,1586,NA,Q,20,Rita Wagner
3882,2,2004,152,last_flowering,3,2004-05-31,FEMALE,PGTIS,228,1586,NA,Q,20,Rita Wagner
3883,1,2004,148,before_flowering,1,2004-05-27,FEMALE,PGTIS,228,1588,NA,P,25,Rita Wagner
3883,2,2004,152,first_flowering,2,2004-05-31,FEMALE,PGTIS,228,1588,NA,P,25,Rita Wagner
3883,2,2004,152,last_flowering,3,2004-05-31,FEMALE,PGTIS,228,1588,NA,P,25,Rita Wagner
3884,1,2004,141,before_flowering,1,2004-05-20,FEMALE,PGTIS,228,1588,NA,W,4,Rita Wagner
3884,2,2004,146,first_flowering,2,2004-05-25,FEMALE,PGTIS,228,1588,NA,W,4,Rita Wagner
3884,2,2004,152,last_flowering,3,2004-05-31,FEMALE,PGTIS,228,1588,NA,W,4,Rita Wagner
3885,1,2004,141,before_flowering,1,2004-05-20,FEMALE,PGTIS,228,1589,NA,EE,18,Rita Wagner
3885,2,2004,146,first_flowering,2,2004-05-25,FEMALE,PGTIS,228,1589,NA,EE,18,Rita Wagner
3885,2,2004,152,last_flowering,3,2004-05-31,FEMALE,PGTIS,228,1589,NA,EE,18,Rita Wagner
3886,1,2004,141,before_flowering,1,2004-05-20,FEMALE,PGTIS,228,1589,NA,V,2,Rita Wagner
3886,2,2004,146,first_flowering,2,2004-05-25,FEMALE,PGTIS,228,1589,NA,V,2,Rita Wagner
3886,2,2004,152,last_flowering,3,2004-05-31,FEMALE,PGTIS,228,1589,NA,V,2,Rita Wagner
3887,1,2004,146,before_flowering,1,2004-05-25,FEMALE,PGTIS,228,1590,NA,O,43,Rita Wagner
3887,2,2004,148,first_flowering,2,2004-05-27,FEMALE,PGTIS,228,1590,NA,O,43,Rita Wagner
3887,2,2004,152,last_flowering,3,2004-05-31,FEMALE,PGTIS,228,1590,NA,O,43,Rita Wagner
3888,1,2004,146,before_flowering,1,2004-05-25,FEMALE,PGTIS,228,1590,NA,Z,44,Rita Wagner
3888,2,2004,148,first_flowering,2,2004-05-27,FEMALE,PGTIS,228,1590,NA,Z,44,Rita Wagner
3888,2,2004,152,last_flowering,3,2004-05-31,FEMALE,PGTIS,228,1590,NA,Z,44,Rita Wagner
3889,1,2004,148,before_flowering,1,2004-05-27,FEMALE,PGTIS,228,1593,NA,EE,23,Rita Wagner
3889,2,2004,152,first_flowering,2,2004-05-31,FEMALE,PGTIS,228,1593,NA,EE,23,Rita Wagner
3889,2,2004,152,last_flowering,3,2004-05-31,FEMALE,PGTIS,228,1593,NA,EE,23,Rita Wagner
3890,1,2004,148,before_flowering,1,2004-05-27,FEMALE,PGTIS,228,1593,NA,O,26,Rita Wagner
3890,2,2004,152,first_flowering,2,2004-05-31,FEMALE,PGTIS,228,1593,NA,O,26,Rita Wagner
3890,2,2004,152,last_flowering,3,2004-05-31,FEMALE,PGTIS,228,1593,NA,O,26,Rita Wagner
3891,1,2004,146,before_flowering,1,2004-05-25,FEMALE,PGTIS,228,1594,NA,O,21,Rita Wagner
3891,2,2004,148,first_flowering,2,2004-05-27,FEMALE,PGTIS,228,1594,NA,O,21,Rita Wagner
3891,2,2004,152,last_flowering,3,2004-05-31,FEMALE,PGTIS,228,1594,NA,O,21,Rita Wagner
3892,1,2004,146,before_flowering,1,2004-05-25,FEMALE,PGTIS,228,1594,NA,V,30,Rita Wagner
3892,2,2004,148,first_flowering,2,2004-05-27,FEMALE,PGTIS,228,1594,NA,V,30,Rita Wagner
3892,2,2004,152,last_flowering,3,2004-05-31,FEMALE,PGTIS,228,1594,NA,V,30,Rita Wagner
3893,1,2004,146,before_flowering,1,2004-05-25,FEMALE,PGTIS,228,1595,NA,C,3,Rita Wagner
3893,2,2004,148,first_flowering,2,2004-05-27,FEMALE,PGTIS,228,1595,NA,C,3,Rita Wagner
3893,2,2004,152,last_flowering,3,2004-05-31,FEMALE,PGTIS,228,1595,NA,C,3,Rita Wagner
3894,1,2004,146,before_flowering,1,2004-05-25,FEMALE,PGTIS,228,1595,NA,DD,35,Rita Wagner
3894,2,2004,148,first_flowering,2,2004-05-27,FEMALE,PGTIS,228,1595,NA,DD,35,Rita Wagner
3894,2,2004,152,last_flowering,3,2004-05-31,FEMALE,PGTIS,228,1595,NA,DD,35,Rita Wagner
3895,1,2004,146,before_flowering,1,2004-05-25,FEMALE,PGTIS,228,1596,NA,E,30,Rita Wagner
3895,2,2004,148,first_flowering,2,2004-05-27,FEMALE,PGTIS,228,1596,NA,E,30,Rita Wagner
3895,2,2004,152,last_flowering,3,2004-05-31,FEMALE,PGTIS,228,1596,NA,E,30,Rita Wagner
3896,1,2004,146,before_flowering,1,2004-05-25,FEMALE,PGTIS,228,1596,NA,T,6,Rita Wagner
3896,2,2004,148,first_flowering,2,2004-05-27,FEMALE,PGTIS,228,1596,NA,T,6,Rita Wagner
3896,2,2004,152,last_flowering,3,2004-05-31,FEMALE,PGTIS,228,1596,NA,T,6,Rita Wagner
3897,1,2004,146,before_flowering,1,2004-05-25,FEMALE,PGTIS,228,1599,NA,T,1,Rita Wagner
3897,2,2004,148,first_flowering,2,2004-05-27,FEMALE,PGTIS,228,1599,NA,T,1,Rita Wagner
3897,2,2004,152,last_flowering,3,2004-05-31,FEMALE,PGTIS,228,1599,NA,T,1,Rita Wagner
3898,1,2004,148,before_flowering,1,2004-05-27,FEMALE,PGTIS,228,1599,NA,X,28,Rita Wagner
3898,2,2004,152,first_flowering,2,2004-05-31,FEMALE,PGTIS,228,1599,NA,X,28,Rita Wagner
3898,2,2004,152,last_flowering,3,2004-05-31,FEMALE,PGTIS,228,1599,NA,X,28,Rita Wagner
3899,1,2004,148,before_flowering,1,2004-05-27,FEMALE,PGTIS,228,2000,NA,R,15,Rita Wagner
3899,2,2004,152,first_flowering,2,2004-05-31,FEMALE,PGTIS,228,2000,NA,R,15,Rita Wagner
3899,2,2004,152,last_flowering,3,2004-05-31,FEMALE,PGTIS,228,2000,NA,R,15,Rita Wagner
3900,1,2004,148,before_flowering,1,2004-05-27,FEMALE,PGTIS,228,2000,NA,V,34,Rita Wagner
3900,2,2004,152,first_flowering,2,2004-05-31,FEMALE,PGTIS,228,2000,NA,V,34,Rita Wagner
3900,2,2004,152,last_flowering,3,2004-05-31,FEMALE,PGTIS,228,2000,NA,V,34,Rita Wagner
3901,1,2004,141,before_flowering,1,2004-05-20,MALE,PGTIS,228,910,NA,K,20,Rita Wagner
3901,2,2004,146,first_flowering,2,2004-05-25,MALE,PGTIS,228,910,NA,K,20,Rita Wagner
3901,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,910,NA,K,20,Rita Wagner
3902,1,2004,141,before_flowering,1,2004-05-20,MALE,PGTIS,228,910,NA,Q,30,Rita Wagner
3902,2,2004,146,first_flowering,2,2004-05-25,MALE,PGTIS,228,910,NA,Q,30,Rita Wagner
3902,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,910,NA,Q,30,Rita Wagner
3903,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,951,NA,K,45,Rita Wagner
3903,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,951,NA,K,45,Rita Wagner
3904,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,951,NA,L,41,Rita Wagner
3904,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,951,NA,L,41,Rita Wagner
3905,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,981,NA,O,25,Rita Wagner
3905,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,981,NA,O,25,Rita Wagner
3906,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,981,NA,R,35,Rita Wagner
3906,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,981,NA,R,35,Rita Wagner
3907,1,2004,141,before_flowering,1,2004-05-20,MALE,PGTIS,228,982,NA,M,40,Rita Wagner
3907,2,2004,146,first_flowering,2,2004-05-25,MALE,PGTIS,228,982,NA,M,40,Rita Wagner
3907,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,982,NA,M,40,Rita Wagner
3908,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,982,NA,W,12,Rita Wagner
3908,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,982,NA,W,12,Rita Wagner
3909,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,983,NA,AA,34,Rita Wagner
3909,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,983,NA,AA,34,Rita Wagner
3910,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,983,NA,P,31,Rita Wagner
3910,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,983,NA,P,31,Rita Wagner
3911,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,984,NA,O,39,Rita Wagner
3911,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,984,NA,O,39,Rita Wagner
3912,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,984,NA,Y,32,Rita Wagner
3912,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,984,NA,Y,32,Rita Wagner
3913,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,986,NA,A,23,Rita Wagner
3913,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,986,NA,A,23,Rita Wagner
3914,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,986,NA,Y,12,Rita Wagner
3914,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,986,NA,Y,12,Rita Wagner
3915,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,987,NA,AA,44,Rita Wagner
3915,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,987,NA,AA,44,Rita Wagner
3916,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,987,NA,DD,40,Rita Wagner
3916,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,987,NA,DD,40,Rita Wagner
3917,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,989,NA,A,18,Rita Wagner
3917,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,989,NA,A,18,Rita Wagner
3918,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,989,NA,P,19,Rita Wagner
3918,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,989,NA,P,19,Rita Wagner
3919,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,1460,NA,CC,42,Rita Wagner
3919,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,1460,NA,CC,42,Rita Wagner
3920,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,1460,NA,M,44,Rita Wagner
3920,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,1460,NA,M,44,Rita Wagner
3921,1,2004,141,before_flowering,1,2004-05-20,MALE,PGTIS,228,1461,NA,M,27,Rita Wagner
3921,2,2004,146,first_flowering,2,2004-05-25,MALE,PGTIS,228,1461,NA,M,27,Rita Wagner
3921,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,1461,NA,M,27,Rita Wagner
3922,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,1461,NA,P,39,Rita Wagner
3922,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,1461,NA,P,39,Rita Wagner
3923,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,1462,NA,L,36,Rita Wagner
3923,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,1462,NA,L,36,Rita Wagner
3924,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,1462,NA,Q,16,Rita Wagner
3924,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,1462,NA,Q,16,Rita Wagner
3925,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,1463,NA,C,2,Rita Wagner
3925,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,1463,NA,C,2,Rita Wagner
3926,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,1463,NA,E,15,Rita Wagner
3926,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,1463,NA,E,15,Rita Wagner
3927,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,1464,NA,A,19,Rita Wagner
3927,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,1464,NA,A,19,Rita Wagner
3928,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,1464,NA,P,7,Rita Wagner
3928,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,1464,NA,P,7,Rita Wagner
3929,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,1465,NA,EE,39,Rita Wagner
3929,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,1465,NA,EE,39,Rita Wagner
3930,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,1465,NA,T,5,Rita Wagner
3930,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,1465,NA,T,5,Rita Wagner
3931,1,2004,141,before_flowering,1,2004-05-20,MALE,PGTIS,228,1466,NA,EE,37,Rita Wagner
3931,2,2004,146,first_flowering,2,2004-05-25,MALE,PGTIS,228,1466,NA,EE,37,Rita Wagner
3931,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,1466,NA,EE,37,Rita Wagner
3932,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,1466,NA,O,40,Rita Wagner
3932,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,1466,NA,O,40,Rita Wagner
3933,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,1466,NA,Z,34,Rita Wagner
3933,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,1466,NA,Z,34,Rita Wagner
3934,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,1467,NA,CC,33,Rita Wagner
3934,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,1467,NA,CC,33,Rita Wagner
3935,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,1467,NA,Q,6,Rita Wagner
3935,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,1467,NA,Q,6,Rita Wagner
3936,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,1532,NA,Q,18,Rita Wagner
3936,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,1532,NA,Q,18,Rita Wagner
3937,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,1532,NA,S,21,Rita Wagner
3937,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,1532,NA,S,21,Rita Wagner
3938,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,1533,NA,O,31,Rita Wagner
3938,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,1533,NA,O,31,Rita Wagner
3939,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,1533,NA,S,14,Rita Wagner
3939,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,1533,NA,S,14,Rita Wagner
3940,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,1536,NA,Q,21,Rita Wagner
3940,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,1536,NA,Q,21,Rita Wagner
3941,1,2004,141,before_flowering,1,2004-05-20,MALE,PGTIS,228,1536,NA,U,34,Rita Wagner
3941,2,2004,146,first_flowering,2,2004-05-25,MALE,PGTIS,228,1536,NA,U,34,Rita Wagner
3941,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,1536,NA,U,34,Rita Wagner
3942,1,2004,141,before_flowering,1,2004-05-20,MALE,PGTIS,228,1538,NA,BB,8,Rita Wagner
3942,2,2004,146,first_flowering,2,2004-05-25,MALE,PGTIS,228,1538,NA,BB,8,Rita Wagner
3942,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,1538,NA,BB,8,Rita Wagner
3943,1,2004,141,before_flowering,1,2004-05-20,MALE,PGTIS,228,1538,NA,EE,12,Rita Wagner
3943,2,2004,146,first_flowering,2,2004-05-25,MALE,PGTIS,228,1538,NA,EE,12,Rita Wagner
3943,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,1538,NA,EE,12,Rita Wagner
3944,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,1539,NA,T,49,Rita Wagner
3944,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,1539,NA,T,49,Rita Wagner
3945,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,1539,NA,Y,49,Rita Wagner
3945,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,1539,NA,Y,49,Rita Wagner
3946,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,1540,NA,AA,38,Rita Wagner
3946,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,1540,NA,AA,38,Rita Wagner
3947,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,1540,NA,P,49,Rita Wagner
3947,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,1540,NA,P,49,Rita Wagner
3948,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,1560,NA,L,30,Rita Wagner
3948,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,1560,NA,L,30,Rita Wagner
3949,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,1560,NA,U,4,Rita Wagner
3949,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,1560,NA,U,4,Rita Wagner
3950,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,1571,NA,A,50,Rita Wagner
3950,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,1571,NA,A,50,Rita Wagner
3951,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,1571,NA,L,6,Rita Wagner
3951,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,1571,NA,L,6,Rita Wagner
3952,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,1581,NA,A,20,Rita Wagner
3952,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,1581,NA,A,20,Rita Wagner
3953,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,1581,NA,BB,45,Rita Wagner
3953,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,1581,NA,BB,45,Rita Wagner
3954,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,1583,NA,B,32,Rita Wagner
3954,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,1583,NA,B,32,Rita Wagner
3955,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,1583,NA,BB,21,Rita Wagner
3955,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,1583,NA,BB,21,Rita Wagner
3956,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,1584,NA,DD,48,Rita Wagner
3956,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,1584,NA,DD,48,Rita Wagner
3957,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,1584,NA,R,26,Rita Wagner
3957,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,1584,NA,R,26,Rita Wagner
3958,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,1585,NA,C,19,Rita Wagner
3958,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,1585,NA,C,19,Rita Wagner
3959,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,1585,NA,E,7,Rita Wagner
3959,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,1585,NA,E,7,Rita Wagner
3960,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,1586,NA,L,15,Rita Wagner
3960,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,1586,NA,L,15,Rita Wagner
3961,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,1586,NA,Q,20,Rita Wagner
3961,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,1586,NA,Q,20,Rita Wagner
3962,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,1588,NA,P,25,Rita Wagner
3962,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,1588,NA,P,25,Rita Wagner
3963,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,1588,NA,W,4,Rita Wagner
3963,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,1588,NA,W,4,Rita Wagner
3964,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,1589,NA,EE,18,Rita Wagner
3964,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,1589,NA,EE,18,Rita Wagner
3965,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,1589,NA,V,2,Rita Wagner
3965,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,1589,NA,V,2,Rita Wagner
3966,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,1590,NA,O,43,Rita Wagner
3966,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,1590,NA,O,43,Rita Wagner
3967,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,1590,NA,Z,44,Rita Wagner
3967,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,1590,NA,Z,44,Rita Wagner
3968,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,1593,NA,EE,23,Rita Wagner
3968,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,1593,NA,EE,23,Rita Wagner
3969,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,1593,NA,O,26,Rita Wagner
3969,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,1593,NA,O,26,Rita Wagner
3970,1,2004,141,before_flowering,1,2004-05-20,MALE,PGTIS,228,1594,NA,O,21,Rita Wagner
3970,2,2004,146,first_flowering,2,2004-05-25,MALE,PGTIS,228,1594,NA,O,21,Rita Wagner
3970,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,1594,NA,O,21,Rita Wagner
3971,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,1594,NA,V,30,Rita Wagner
3971,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,1594,NA,V,30,Rita Wagner
3972,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,1595,NA,C,3,Rita Wagner
3972,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,1595,NA,C,3,Rita Wagner
3973,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,1595,NA,DD,35,Rita Wagner
3973,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,1595,NA,DD,35,Rita Wagner
3974,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,1596,NA,E,30,Rita Wagner
3974,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,1596,NA,E,30,Rita Wagner
3975,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,1596,NA,T,6,Rita Wagner
3975,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,1596,NA,T,6,Rita Wagner
3976,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,1599,NA,T,1,Rita Wagner
3976,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,1599,NA,T,1,Rita Wagner
3977,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,1599,NA,X,28,Rita Wagner
3977,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,1599,NA,X,28,Rita Wagner
3978,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,2000,NA,R,15,Rita Wagner
3978,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,2000,NA,R,15,Rita Wagner
3979,2,2004,141,first_flowering,2,2004-05-20,MALE,PGTIS,228,2000,NA,V,34,Rita Wagner
3979,2,2004,152,last_flowering,3,2004-05-31,MALE,PGTIS,228,2000,NA,V,34,Rita Wagner
3980,1,2005,136,before_flowering,1,2005-05-16,FEMALE,PGTIS,228,910,NA,K,20,Rita Wagner
3980,2,2005,139,first_flowering,2,2005-05-19,FEMALE,PGTIS,228,910,NA,K,20,Rita Wagner
3980,2,2005,144,last_flowering,3,2005-05-24,FEMALE,PGTIS,228,910,NA,K,20,Rita Wagner
3981,1,2005,136,before_flowering,1,2005-05-16,FEMALE,PGTIS,228,910,NA,Q,30,Rita Wagner
3981,2,2005,139,first_flowering,2,2005-05-19,FEMALE,PGTIS,228,910,NA,Q,30,Rita Wagner
3981,2,2005,144,last_flowering,3,2005-05-24,FEMALE,PGTIS,228,910,NA,Q,30,Rita Wagner
3982,2,2005,136,first_flowering,2,2005-05-16,FEMALE,PGTIS,228,951,NA,K,45,Rita Wagner
3982,2,2005,139,last_flowering,3,2005-05-19,FEMALE,PGTIS,228,951,NA,K,45,Rita Wagner
3982,3,2005,144,past_flowering,4,2005-05-24,FEMALE,PGTIS,228,951,NA,K,45,Rita Wagner
3983,2,2005,136,first_flowering,2,2005-05-16,FEMALE,PGTIS,228,951,NA,L,41,Rita Wagner
3983,2,2005,139,last_flowering,3,2005-05-19,FEMALE,PGTIS,228,951,NA,L,41,Rita Wagner
