"Orchard","Year","Sex","Clone","Tree","X","Y","Month","Day","Phenophase","Page"
"228",1997,"MALE",1540,38,"CC",45,6,6,"-",3
"228",1997,"MALE",1540,38,"CC",45,6,8,"-",3
"228",1997,"MALE",1540,38,"CC",45,6,10,"-",3
"228",1997,"MALE",1540,38,"CC",45,6,12,"-",3
"228",1997,"MALE",1560,35,"J",49,5,26,"-",2
"228",1997,"MALE",1560,35,"J",49,5,28,"-",2
"228",1997,"MALE",1560,35,"J",49,5,30,"4",2
"228",1997,"MALE",1560,35,"J",49,6,2,"4",2
"228",1997,"MALE",1560,35,"J",49,6,4,"4",2
"228",1997,"MALE",1560,35,"J",49,6,6,"4",2
"228",1997,"MALE",1560,35,"J",49,6,8,"-",2
"228",1997,"MALE",1560,35,"J",49,6,10,"-",2
"228",1997,"MALE",1560,35,"J",49,6,12,"-",2
"228",1997,"MALE",1560,38,"Y",43,5,26,"4",3
"228",1997,"MALE",1560,38,"Y",43,5,28,"4",3
"228",1997,"MALE",1560,38,"Y",43,5,30,"4",3
"228",1997,"MALE",1560,38,"Y",43,6,2,"4",3
"228",1997,"MALE",1560,38,"Y",43,6,4,"-",3
"228",1997,"MALE",1560,38,"Y",43,6,6,"-",3
"228",1997,"MALE",1560,38,"Y",43,6,8,"-",3
"228",1997,"MALE",1560,38,"Y",43,6,10,"-",3
"228",1997,"MALE",1560,38,"Y",43,6,12,"-",3
"228",1997,"MALE",1563,23,"X",29,5,26,"4",3
"228",1997,"MALE",1563,23,"X",29,5,28,"4",3
"228",1997,"MALE",1563,23,"X",29,5,30,"4",3
"228",1997,"MALE",1563,23,"X",29,6,2,"-",3
"228",1997,"MALE",1563,23,"X",29,6,4,"-",3
"228",1997,"MALE",1563,23,"X",29,6,6,"-",3
"228",1997,"MALE",1563,23,"X",29,6,8,"-",3
"228",1997,"MALE",1563,23,"X",29,6,10,"-",3
"228",1997,"MALE",1563,23,"X",29,6,12,"-",3
"228",1997,"MALE",1563,40,"Q",50,5,26,"-",2
"228",1997,"MALE",1563,40,"Q",50,5,28,"4",2
"228",1997,"MALE",1563,40,"Q",50,5,30,"4",2
"228",1997,"MALE",1563,40,"Q",50,6,2,"4",2
"228",1997,"MALE",1563,40,"Q",50,6,4,"-",2
"228",1997,"MALE",1563,40,"Q",50,6,6,"-",2
"228",1997,"MALE",1563,40,"Q",50,6,8,"-",2
"228",1997,"MALE",1563,40,"Q",50,6,10,"-",2
"228",1997,"MALE",1563,40,"Q",50,6,12,"-",2
"228",1997,"MALE",1571,35,"J",50,5,26,"-",2
"228",1997,"MALE",1571,35,"J",50,5,28,"4",2
"228",1997,"MALE",1571,35,"J",50,5,30,"4",2
"228",1997,"MALE",1571,35,"J",50,6,2,"4",2
"228",1997,"MALE",1571,35,"J",50,6,4,"-",2
"228",1997,"MALE",1571,35,"J",50,6,6,"-",2
"228",1997,"MALE",1571,35,"J",50,6,8,"-",2
"228",1997,"MALE",1571,35,"J",50,6,10,"-",2
"228",1997,"MALE",1571,35,"J",50,6,12,"-",2
"228",1997,"MALE",1571,36,"A",50,5,26,"-",2
"228",1997,"MALE",1571,36,"A",50,5,28,"4",2
"228",1997,"MALE",1571,36,"A",50,5,30,"4",2
"228",1997,"MALE",1571,36,"A",50,6,2,"4",2
"228",1997,"MALE",1571,36,"A",50,6,4,"4",2
"228",1997,"MALE",1571,36,"A",50,6,6,"-",2
"228",1997,"MALE",1571,36,"A",50,6,8,"-",2
"228",1997,"MALE",1571,36,"A",50,6,10,"-",2
"228",1997,"MALE",1571,36,"A",50,6,12,"-",2
"228",1997,"MALE",1581,27,"L",38,5,26,"-",2
"228",1997,"MALE",1581,27,"L",38,5,28,"4",2
"228",1997,"MALE",1581,27,"L",38,5,30,"4",2
"228",1997,"MALE",1581,27,"L",38,6,2,"4",2
"228",1997,"MALE",1581,27,"L",38,6,4,"4",2
"228",1997,"MALE",1581,27,"L",38,6,6,"-",2
"228",1997,"MALE",1581,27,"L",38,6,8,"-",2
"228",1997,"MALE",1581,27,"L",38,6,10,"-",2
"228",1997,"MALE",1581,27,"L",38,6,12,"-",2
"228",1997,"MALE",1581,39,"BB",45,5,26,"4",3
"228",1997,"MALE",1581,39,"BB",45,5,28,"4",3
"228",1997,"MALE",1581,39,"BB",45,5,30,"4",3
"228",1997,"MALE",1581,39,"BB",45,6,2,"4",3
"228",1997,"MALE",1581,39,"BB",45,6,4,"4",3
"228",1997,"MALE",1581,39,"BB",45,6,6,"4",3
"228",1997,"MALE",1581,39,"BB",45,6,8,"-",3
"228",1997,"MALE",1581,39,"BB",45,6,10,"-",3
"228",1997,"MALE",1581,39,"BB",45,6,12,"-",3
"228",1997,"MALE",1583,36,"M",49,5,26,"4",2
"228",1997,"MALE",1583,36,"M",49,5,28,"4",2
"228",1997,"MALE",1583,36,"M",49,5,30,"4",2
"228",1997,"MALE",1583,36,"M",49,6,2,"4",2
"228",1997,"MALE",1583,36,"M",49,6,4,"-",2
"228",1997,"MALE",1583,36,"M",49,6,6,"-",2
"228",1997,"MALE",1583,36,"M",49,6,8,"-",2
"228",1997,"MALE",1583,36,"M",49,6,10,"-",2
"228",1997,"MALE",1583,36,"M",49,6,12,"-",2
"228",1997,"MALE",1583,38,"BB",44,5,26,"4",3
"228",1997,"MALE",1583,38,"BB",44,5,28,"4",3
"228",1997,"MALE",1583,38,"BB",44,5,30,"4",3
"228",1997,"MALE",1583,38,"BB",44,6,2,"-",3
"228",1997,"MALE",1583,38,"BB",44,6,4,"-",3
"228",1997,"MALE",1583,38,"BB",44,6,6,"-",3
"228",1997,"MALE",1583,38,"BB",44,6,8,"-",3
"228",1997,"MALE",1583,38,"BB",44,6,10,"-",3
"228",1997,"MALE",1583,38,"BB",44,6,12,"-",3
"228",1997,"MALE",1584,26,"O",37,5,26,"4",2
"228",1997,"MALE",1584,26,"O",37,5,28,"4",2
"228",1997,"MALE",1584,26,"O",37,5,30,"4",2
"228",1997,"MALE",1584,26,"O",37,6,2,"4",2
"228",1997,"MALE",1584,26,"O",37,6,4,"-",2
"228",1997,"MALE",1584,26,"O",37,6,6,"-",2
"228",1997,"MALE",1584,26,"O",37,6,8,"-",2
"228",1997,"MALE",1584,26,"O",37,6,10,"-",2
"228",1997,"MALE",1584,26,"O",37,6,12,"-",2
"228",1997,"MALE",1584,39,"DD",48,5,26,"4",3
"228",1997,"MALE",1584,39,"DD",48,5,28,"4",3
"228",1997,"MALE",1584,39,"DD",48,5,30,"4",3
"228",1997,"MALE",1584,39,"DD",48,6,2,"4",3
"228",1997,"MALE",1584,39,"DD",48,6,4,"-",3
"228",1997,"MALE",1584,39,"DD",48,6,6,"-",3
"228",1997,"MALE",1584,39,"DD",48,6,8,"-",3
"228",1997,"MALE",1584,39,"DD",48,6,10,"-",3
"228",1997,"MALE",1584,39,"DD",48,6,12,"-",3
"228",1997,"MALE",1585,33,"L",43,5,26,"4",2
"228",1997,"MALE",1585,33,"L",43,5,28,"4",2
"228",1997,"MALE",1585,33,"L",43,5,30,"4",2
"228",1997,"MALE",1585,33,"L",43,6,2,"4",2
"228",1997,"MALE",1585,33,"L",43,6,4,"-",2
"228",1997,"MALE",1585,33,"L",43,6,6,"-",2
"228",1997,"MALE",1585,33,"L",43,6,8,"-",2
"228",1997,"MALE",1585,33,"L",43,6,10,"-",2
"228",1997,"MALE",1585,33,"L",43,6,12,"-",2
"228",1997,"MALE",1585,38,"CC",43,5,26,"4",3
"228",1997,"MALE",1585,38,"CC",43,5,28,"4",3
"228",1997,"MALE",1585,38,"CC",43,5,30,"4",3
"228",1997,"MALE",1585,38,"CC",43,6,2,"4",3
"228",1997,"MALE",1585,38,"CC",43,6,4,"-",3
"228",1997,"MALE",1585,38,"CC",43,6,6,"-",3
"228",1997,"MALE",1585,38,"CC",43,6,8,"-",3
"228",1997,"MALE",1585,38,"CC",43,6,10,"-",3
"228",1997,"MALE",1585,38,"CC",43,6,12,"-",3
"228",1997,"MALE",1586,37,"BB",46,5,26,"4",3
"228",1997,"MALE",1586,37,"BB",46,5,28,"4",3
"228",1997,"MALE",1586,37,"BB",46,5,30,"4",3
"228",1997,"MALE",1586,37,"BB",46,6,2,"4",3
"228",1997,"MALE",1586,37,"BB",46,6,4,"-",3
"228",1997,"MALE",1586,37,"BB",46,6,6,"-",3
"228",1997,"MALE",1586,37,"BB",46,6,8,"-",3
"228",1997,"MALE",1586,37,"BB",46,6,10,"-",3
"228",1997,"MALE",1586,37,"BB",46,6,12,"-",3
"228",1997,"MALE",1586,39,"EE",49,5,26,"4",3
"228",1997,"MALE",1586,39,"EE",49,5,28,"4",3
"228",1997,"MALE",1586,39,"EE",49,5,30,"4",3
"228",1997,"MALE",1586,39,"EE",49,6,2,"-",3
"228",1997,"MALE",1586,39,"EE",49,6,4,"-",3
"228",1997,"MALE",1586,39,"EE",49,6,6,"-",3
"228",1997,"MALE",1586,39,"EE",49,6,8,"-",3
"228",1997,"MALE",1586,39,"EE",49,6,10,"-",3
"228",1997,"MALE",1586,39,"EE",49,6,12,"-",3
"228",1997,"MALE",1588,5,"W",4,5,26,"0",3
"228",1997,"MALE",1588,5,"W",4,5,28,"0",3
"228",1997,"MALE",1588,5,"W",4,5,30,"0",3
"228",1997,"MALE",1588,5,"W",4,6,2,"0",3
"228",1997,"MALE",1588,5,"W",4,6,4,"0",3
"228",1997,"MALE",1588,5,"W",4,6,6,"0",3
"228",1997,"MALE",1588,5,"W",4,6,8,"0",3
"228",1997,"MALE",1588,5,"W",4,6,10,"-",3
"228",1997,"MALE",1588,5,"W",4,6,12,"-",3
"228",1997,"MALE",1588,26,"N",36,5,26,"4",2
"228",1997,"MALE",1588,26,"N",36,5,28,"4",2
"228",1997,"MALE",1588,26,"N",36,5,30,"4",2
"228",1997,"MALE",1588,26,"N",36,6,2,"-",2
"228",1997,"MALE",1588,26,"N",36,6,4,"-",2
"228",1997,"MALE",1588,26,"N",36,6,6,"-",2
"228",1997,"MALE",1588,26,"N",36,6,8,"-",2
"228",1997,"MALE",1588,26,"N",36,6,10,"-",2
"228",1997,"MALE",1588,26,"N",36,6,12,"-",2
"228",1997,"MALE",1589,29,"W",31,5,26,"4",3
"228",1997,"MALE",1589,29,"W",31,5,28,"4",3
"228",1997,"MALE",1589,29,"W",31,5,30,"4",3
"228",1997,"MALE",1589,29,"W",31,6,2,"4",3
"228",1997,"MALE",1589,29,"W",31,6,4,"-",3
"228",1997,"MALE",1589,29,"W",31,6,6,"-",3
"228",1997,"MALE",1589,29,"W",31,6,8,"-",3
"228",1997,"MALE",1589,29,"W",31,6,10,"-",3
"228",1997,"MALE",1589,29,"W",31,6,12,"-",3
"228",1997,"MALE",1589,39,"EE",44,5,26,"4",3
"228",1997,"MALE",1589,39,"EE",44,5,28,"4",3
"228",1997,"MALE",1589,39,"EE",44,5,30,"4",3
"228",1997,"MALE",1589,39,"EE",44,6,2,"4",3
"228",1997,"MALE",1589,39,"EE",44,6,4,"4",3
"228",1997,"MALE",1589,39,"EE",44,6,6,"-",3
"228",1997,"MALE",1589,39,"EE",44,6,8,"-",3
"228",1997,"MALE",1589,39,"EE",44,6,10,"-",3
"228",1997,"MALE",1589,39,"EE",44,6,12,"-",3
"228",1997,"MALE",1590,35,"O",43,5,26,"-",2
"228",1997,"MALE",1590,35,"O",43,5,28,"-",2
"228",1997,"MALE",1590,35,"O",43,5,30,"4",2
"228",1997,"MALE",1590,35,"O",43,6,2,"4",2
"228",1997,"MALE",1590,35,"O",43,6,4,"4",2
"228",1997,"MALE",1590,35,"O",43,6,6,"-",2
"228",1997,"MALE",1590,35,"O",43,6,8,"-",2
"228",1997,"MALE",1590,35,"O",43,6,10,"-",2
"228",1997,"MALE",1590,35,"O",43,6,12,"-",2
"228",1997,"MALE",1590,37,"Z",43,5,26,"-",3
"228",1997,"MALE",1590,37,"Z",43,5,28,"4",3
"228",1997,"MALE",1590,37,"Z",43,5,30,"4",3
"228",1997,"MALE",1590,37,"Z",43,6,2,"4",3
"228",1997,"MALE",1590,37,"Z",43,6,4,"4",3
"228",1997,"MALE",1590,37,"Z",43,6,6,"-",3
"228",1997,"MALE",1590,37,"Z",43,6,8,"-",3
"228",1997,"MALE",1590,37,"Z",43,6,10,"-",3
"228",1997,"MALE",1590,37,"Z",43,6,12,"-",3
"228",1997,"MALE",1593,24,"EE",23,5,26,"-",3
"228",1997,"MALE",1593,24,"EE",23,5,28,"4",3
"228",1997,"MALE",1593,24,"EE",23,5,30,"4",3
"228",1997,"MALE",1593,24,"EE",23,6,2,"4",3
"228",1997,"MALE",1593,24,"EE",23,6,4,"4",3
"228",1997,"MALE",1593,24,"EE",23,6,6,"-",3
"228",1997,"MALE",1593,24,"EE",23,6,8,"-",3
"228",1997,"MALE",1593,24,"EE",23,6,10,"-",3
"228",1997,"MALE",1593,24,"EE",23,6,12,"-",3
"228",1997,"MALE",1593,35,"M",43,5,26,"4",2
"228",1997,"MALE",1593,35,"M",43,5,28,"4",2
"228",1997,"MALE",1593,35,"M",43,5,30,"4",2
"228",1997,"MALE",1593,35,"M",43,6,2,"4",2
"228",1997,"MALE",1593,35,"M",43,6,4,"4",2
"228",1997,"MALE",1593,35,"M",43,6,6,"-",2
"228",1997,"MALE",1593,35,"M",43,6,8,"-",2
"228",1997,"MALE",1593,35,"M",43,6,10,"-",2
"228",1997,"MALE",1593,35,"M",43,6,12,"-",2
"228",1997,"MALE",1594,21,"W",22,5,26,"-",3
"228",1997,"MALE",1594,21,"W",22,5,28,"4",3
"228",1997,"MALE",1594,21,"W",22,5,30,"4",3
"228",1997,"MALE",1594,21,"W",22,6,2,"4",3
"228",1997,"MALE",1594,21,"W",22,6,4,"4",3
"228",1997,"MALE",1594,21,"W",22,6,6,"-",3
"228",1997,"MALE",1594,21,"W",22,6,8,"-",3
"228",1997,"MALE",1594,21,"W",22,6,10,"-",3
"228",1997,"MALE",1594,21,"W",22,6,12,"-",3
"228",1997,"MALE",1594,36,"N",49,5,26,"-",2
"228",1997,"MALE",1594,36,"N",49,5,28,"-",2
"228",1997,"MALE",1594,36,"N",49,5,30,"4",2
"228",1997,"MALE",1594,36,"N",49,6,2,"4",2
"228",1997,"MALE",1594,36,"N",49,6,4,"4",2
"228",1997,"MALE",1594,36,"N",49,6,6,"4",2
"228",1997,"MALE",1594,36,"N",49,6,8,"-",2
"228",1997,"MALE",1594,36,"N",49,6,10,"-",2
"228",1997,"MALE",1594,36,"N",49,6,12,"-",2
"228",1997,"MALE",1595,27,"N",40,5,26,"4",2
"228",1997,"MALE",1595,27,"N",40,5,28,"4",2
"228",1997,"MALE",1595,27,"N",40,5,30,"4",2
"228",1997,"MALE",1595,27,"N",40,6,2,"-",2
"228",1997,"MALE",1595,27,"N",40,6,4,"-",2
"228",1997,"MALE",1595,27,"N",40,6,6,"-",2
"228",1997,"MALE",1595,27,"N",40,6,8,"-",2
"228",1997,"MALE",1595,27,"N",40,6,10,"-",2
"228",1997,"MALE",1595,27,"N",40,6,12,"-",2
"228",1997,"MALE",1595,31,"DD",35,5,26,"4",3
"228",1997,"MALE",1595,31,"DD",35,5,28,"4",3
"228",1997,"MALE",1595,31,"DD",35,5,30,"4",3
"228",1997,"MALE",1595,31,"DD",35,6,2,"-",3
"228",1997,"MALE",1595,31,"DD",35,6,4,"-",3
"228",1997,"MALE",1595,31,"DD",35,6,6,"-",3
"228",1997,"MALE",1595,31,"DD",35,6,8,"-",3
"228",1997,"MALE",1595,31,"DD",35,6,10,"-",3
"228",1997,"MALE",1595,31,"DD",35,6,12,"-",3
"228",1997,"MALE",1596,6,"T",6,5,26,"4",3
"228",1997,"MALE",1596,6,"T",6,5,28,"4",3
"228",1997,"MALE",1596,6,"T",6,5,30,"4",3
"228",1997,"MALE",1596,6,"T",6,6,2,"-",3
"228",1997,"MALE",1596,6,"T",6,6,4,"-",3
"228",1997,"MALE",1596,6,"T",6,6,6,"-",3
"228",1997,"MALE",1596,6,"T",6,6,8,"-",3
"228",1997,"MALE",1596,6,"T",6,6,10,"-",3
"228",1997,"MALE",1596,6,"T",6,6,12,"-",3
"228",1997,"MALE",1596,25,"J",34,5,26,"-",2
"228",1997,"MALE",1596,25,"J",34,5,28,"4",2
"228",1997,"MALE",1596,25,"J",34,5,30,"4",2
"228",1997,"MALE",1596,25,"J",34,6,2,"4",2
"228",1997,"MALE",1596,25,"J",34,6,4,"-",2
"228",1997,"MALE",1596,25,"J",34,6,6,"-",2
"228",1997,"MALE",1596,25,"J",34,6,8,"-",2
"228",1997,"MALE",1596,25,"J",34,6,10,"-",2
"228",1997,"MALE",1596,25,"J",34,6,12,"-",2
"228",1997,"MALE",1599,8,"U",6,5,26,"4",3
"228",1997,"MALE",1599,8,"U",6,5,28,"4",3
"228",1997,"MALE",1599,8,"U",6,5,30,"4",3
"228",1997,"MALE",1599,8,"U",6,6,2,"-",3
"228",1997,"MALE",1599,8,"U",6,6,4,"-",3
"228",1997,"MALE",1599,8,"U",6,6,6,"-",3
"228",1997,"MALE",1599,8,"U",6,6,8,"-",3
"228",1997,"MALE",1599,8,"U",6,6,10,"-",3
"228",1997,"MALE",1599,8,"U",6,6,12,"-",3
"228",1997,"MALE",1599,14,"W",14,5,26,"4",3
"228",1997,"MALE",1599,14,"W",14,5,28,"4",3
"228",1997,"MALE",1599,14,"W",14,5,30,"4",3
"228",1997,"MALE",1599,14,"W",14,6,2,"-",3
"228",1997,"MALE",1599,14,"W",14,6,4,"-",3
"228",1997,"MALE",1599,14,"W",14,6,6,"-",3
"228",1997,"MALE",1599,14,"W",14,6,8,"-",3
"228",1997,"MALE",1599,14,"W",14,6,10,"-",3
"228",1997,"MALE",1599,14,"W",14,6,12,"-",3
"228",1997,"MALE",2000,30,"V",34,5,26,"0",3
"228",1997,"MALE",2000,30,"V",34,5,28,"0",3
"228",1997,"MALE",2000,30,"V",34,5,30,"0",3
"228",1997,"MALE",2000,30,"V",34,6,2,"0",3
"228",1997,"MALE",2000,30,"V",34,6,4,"0",3
"228",1997,"MALE",2000,30,"V",34,6,6,"0",3
"228",1997,"MALE",2000,30,"V",34,6,8,"0",3
"228",1997,"MALE",2000,30,"V",34,6,10,"0",3
"228",1997,"MALE",2000,30,"V",34,6,12,"0",3
"228",1997,"MALE",2000,40,"R",49,5,26,"-",3
"228",1997,"MALE",2000,40,"R",49,5,28,"-",3
"228",1997,"MALE",2000,40,"R",49,5,30,"4",3
"228",1997,"MALE",2000,40,"R",49,6,2,"4",3
"228",1997,"MALE",2000,40,"R",49,6,4,"4",3
"228",1997,"MALE",2000,40,"R",49,6,6,"4",3
"228",1997,"MALE",2000,40,"R",49,6,8,"-",3
"228",1997,"MALE",2000,40,"R",49,6,10,"-",3
"228",1997,"MALE",2000,40,"R",49,6,12,"-",3
"228",1998,"FEMALE",910,26,"P",35,5,15,"-",11
"228",1998,"FEMALE",910,26,"P",35,5,17,"-",11
"228",1998,"FEMALE",910,26,"P",35,5,19,"4",11
"228",1998,"FEMALE",910,26,"P",35,5,22,"4",11
"228",1998,"FEMALE",910,26,"P",35,5,24,"4",11
"228",1998,"FEMALE",910,26,"P",35,5,26,"4",11
"228",1998,"FEMALE",910,26,"P",35,5,28,"-",11
"228",1998,"FEMALE",910,26,"P",35,6,1,"-",11
"228",1998,"FEMALE",910,26,"P",35,6,3,"-",11
"228",1998,"FEMALE",910,35,"M",47,5,15,"4",11
"228",1998,"FEMALE",910,35,"M",47,5,17,"4",11
"228",1998,"FEMALE",910,35,"M",47,5,19,"4",11
"228",1998,"FEMALE",910,35,"M",47,5,22,"4",11
"228",1998,"FEMALE",910,35,"M",47,5,24,"4",11
"228",1998,"FEMALE",910,35,"M",47,5,26,"-",11
"228",1998,"FEMALE",910,35,"M",47,5,28,"-",11
"228",1998,"FEMALE",910,35,"M",47,6,1,"-",11
"228",1998,"FEMALE",910,35,"M",47,6,3,"-",11
"228",1998,"FEMALE",951,33,"L",41,5,15,"4",11
"228",1998,"FEMALE",951,33,"L",41,5,17,"4",11
"228",1998,"FEMALE",951,33,"L",41,5,19,"4",11
"228",1998,"FEMALE",951,33,"L",41,5,22,"-",11
"228",1998,"FEMALE",951,33,"L",41,5,24,"-",11
"228",1998,"FEMALE",951,33,"L",41,5,26,"-",11
"228",1998,"FEMALE",951,33,"L",41,5,28,"-",11
"228",1998,"FEMALE",951,33,"L",41,6,1,"-",11
"228",1998,"FEMALE",951,33,"L",41,6,3,"-",11
"228",1998,"FEMALE",951,35,"K",45,5,15,"4",11
"228",1998,"FEMALE",951,35,"K",45,5,17,"4",11
"228",1998,"FEMALE",951,35,"K",45,5,19,"4",11
"228",1998,"FEMALE",951,35,"K",45,5,22,"4",11
"228",1998,"FEMALE",951,35,"K",45,5,24,"4",11
"228",1998,"FEMALE",951,35,"K",45,5,26,"-",11
"228",1998,"FEMALE",951,35,"K",45,5,28,"-",11
"228",1998,"FEMALE",951,35,"K",45,6,1,"-",11
"228",1998,"FEMALE",951,35,"K",45,6,3,"-",11
"228",1998,"FEMALE",981,30,"R",35,5,15,"-",11
"228",1998,"FEMALE",981,30,"R",35,5,17,"-",11
"228",1998,"FEMALE",981,30,"R",35,5,19,"4",11
"228",1998,"FEMALE",981,30,"R",35,5,22,"4",11
"228",1998,"FEMALE",981,30,"R",35,5,24,"4",11
"228",1998,"FEMALE",981,30,"R",35,5,26,"4",11
"228",1998,"FEMALE",981,30,"R",35,5,28,"-",11
"228",1998,"FEMALE",981,30,"R",35,6,1,"-",11
"228",1998,"FEMALE",981,30,"R",35,6,3,"-",11
"228",1998,"FEMALE",981,33,"L",46,5,15,"-",11
"228",1998,"FEMALE",981,33,"L",46,5,17,"-",11
"228",1998,"FEMALE",981,33,"L",46,5,19,"4",11
"228",1998,"FEMALE",981,33,"L",46,5,22,"4",11
"228",1998,"FEMALE",981,33,"L",46,5,24,"4",11
"228",1998,"FEMALE",981,33,"L",46,5,26,"4",11
"228",1998,"FEMALE",981,33,"L",46,5,28,"-",11
"228",1998,"FEMALE",981,33,"L",46,6,1,"-",11
"228",1998,"FEMALE",981,33,"L",46,6,3,"-",11
"228",1998,"FEMALE",982,13,"W",12,5,15,"-",12
"228",1998,"FEMALE",982,13,"W",12,5,17,"-",12
"228",1998,"FEMALE",982,13,"W",12,5,19,"4",12
"228",1998,"FEMALE",982,13,"W",12,5,22,"4",12
"228",1998,"FEMALE",982,13,"W",12,5,24,"4",12
"228",1998,"FEMALE",982,13,"W",12,5,26,"4",12
"228",1998,"FEMALE",982,13,"W",12,5,28,"4",12
"228",1998,"FEMALE",982,13,"W",12,6,1,"4",12
"228",1998,"FEMALE",982,13,"W",12,6,3,"-",12
"228",1998,"FEMALE",982,28,"M",40,5,15,"-",11
"228",1998,"FEMALE",982,28,"M",40,5,17,"-",11
"228",1998,"FEMALE",982,28,"M",40,5,19,"4",11
"228",1998,"FEMALE",982,28,"M",40,5,22,"4",11
"228",1998,"FEMALE",982,28,"M",40,5,24,"4",11
"228",1998,"FEMALE",982,28,"M",40,5,26,"4",11
"228",1998,"FEMALE",982,28,"M",40,5,28,"4",11
"228",1998,"FEMALE",982,28,"M",40,6,1,"4",11
"228",1998,"FEMALE",982,28,"M",40,6,3,"-",11
"228",1998,"FEMALE",983,26,"P",31,5,15,"-",11
"228",1998,"FEMALE",983,26,"P",31,5,17,"-",11
"228",1998,"FEMALE",983,26,"P",31,5,19,"4",11
"228",1998,"FEMALE",983,26,"P",31,5,22,"4",11
"228",1998,"FEMALE",983,26,"P",31,5,24,"4",11
"228",1998,"FEMALE",983,26,"P",31,5,26,"4",11
"228",1998,"FEMALE",983,26,"P",31,5,28,"4",11
"228",1998,"FEMALE",983,26,"P",31,6,1,"-",11
"228",1998,"FEMALE",983,26,"P",31,6,3,"-",11
"228",1998,"FEMALE",983,32,"AA",34,5,15,"-",12
"228",1998,"FEMALE",983,32,"AA",34,5,17,"-",12
"228",1998,"FEMALE",983,32,"AA",34,5,19,"-",12
"228",1998,"FEMALE",983,32,"AA",34,5,22,"4",12
"228",1998,"FEMALE",983,32,"AA",34,5,24,"4",12
"228",1998,"FEMALE",983,32,"AA",34,5,26,"4",12
"228",1998,"FEMALE",983,32,"AA",34,5,28,"4",12
"228",1998,"FEMALE",983,32,"AA",34,6,1,"4",12
"228",1998,"FEMALE",983,32,"AA",34,6,3,"-",12
"228",1998,"FEMALE",984,27,"O",39,5,15,"-",11
"228",1998,"FEMALE",984,27,"O",39,5,17,"-",11
"228",1998,"FEMALE",984,27,"O",39,5,19,"4",11
"228",1998,"FEMALE",984,27,"O",39,5,22,"4",11
"228",1998,"FEMALE",984,27,"O",39,5,24,"4",11
"228",1998,"FEMALE",984,27,"O",39,5,26,"4",11
"228",1998,"FEMALE",984,27,"O",39,5,28,"4",11
"228",1998,"FEMALE",984,27,"O",39,6,1,"4",11
"228",1998,"FEMALE",984,27,"O",39,6,3,"-",11
"228",1998,"FEMALE",984,29,"Y",32,5,15,"-",12
"228",1998,"FEMALE",984,29,"Y",32,5,17,"-",12
"228",1998,"FEMALE",984,29,"Y",32,5,19,"-",12
"228",1998,"FEMALE",984,29,"Y",32,5,22,"4",12
"228",1998,"FEMALE",984,29,"Y",32,5,24,"4",12
"228",1998,"FEMALE",984,29,"Y",32,5,26,"4",12
"228",1998,"FEMALE",984,29,"Y",32,5,28,"4",12
"228",1998,"FEMALE",984,29,"Y",32,6,1,"-",12
"228",1998,"FEMALE",984,29,"Y",32,6,3,"-",12
"228",1998,"FEMALE",986,13,"Y",12,5,15,"-",12
"228",1998,"FEMALE",986,13,"Y",12,5,17,"-",12
"228",1998,"FEMALE",986,13,"Y",12,5,19,"-",12
"228",1998,"FEMALE",986,13,"Y",12,5,22,"4",12
"228",1998,"FEMALE",986,13,"Y",12,5,24,"4",12
"228",1998,"FEMALE",986,13,"Y",12,5,26,"4",12
"228",1998,"FEMALE",986,13,"Y",12,5,28,"4",12
"228",1998,"FEMALE",986,13,"Y",12,6,1,"-",12
"228",1998,"FEMALE",986,13,"Y",12,6,3,"-",12
"228",1998,"FEMALE",986,18,"A",23,5,15,"-",11
"228",1998,"FEMALE",986,18,"A",23,5,17,"-",11
"228",1998,"FEMALE",986,18,"A",23,5,19,"4",11
"228",1998,"FEMALE",986,18,"A",23,5,22,"4",11
"228",1998,"FEMALE",986,18,"A",23,5,24,"4",11
"228",1998,"FEMALE",986,18,"A",23,5,26,"4",11
"228",1998,"FEMALE",986,18,"A",23,5,28,"-",11
"228",1998,"FEMALE",986,18,"A",23,6,1,"-",11
"228",1998,"FEMALE",986,18,"A",23,6,3,"-",11
"228",1998,"FEMALE",987,31,"DD",40,5,15,"4",12
"228",1998,"FEMALE",987,31,"DD",40,5,17,"4",12
"228",1998,"FEMALE",987,31,"DD",40,5,19,"4",12
"228",1998,"FEMALE",987,31,"DD",40,5,22,"-",12
"228",1998,"FEMALE",987,31,"DD",40,5,24,"-",12
"228",1998,"FEMALE",987,31,"DD",40,5,26,"-",12
"228",1998,"FEMALE",987,31,"DD",40,5,28,"-",12
"228",1998,"FEMALE",987,31,"DD",40,6,1,"-",12
"228",1998,"FEMALE",987,31,"DD",40,6,3,"-",12
"228",1998,"FEMALE",987,38,"AA",44,5,15,"4",12
"228",1998,"FEMALE",987,38,"AA",44,5,17,"4",12
"228",1998,"FEMALE",987,38,"AA",44,5,19,"4",12
"228",1998,"FEMALE",987,38,"AA",44,5,22,"-",12
"228",1998,"FEMALE",987,38,"AA",44,5,24,"-",12
"228",1998,"FEMALE",987,38,"AA",44,5,26,"-",12
"228",1998,"FEMALE",987,38,"AA",44,5,28,"-",12
"228",1998,"FEMALE",987,38,"AA",44,6,1,"-",12
"228",1998,"FEMALE",987,38,"AA",44,6,3,"-",12
"228",1998,"FEMALE",989,28,"N",39,5,15,"-",11
