"Orchard","Clone","X","Y","receptive20","pollenshed20","receptive80","pollenshed80","pickdate","total_cone_weight_kg","thirty_cone_weight_g","Site"
"307","1507","L","10",2008-05-19,2008-05-17,2008-05-20,2008-05-21,2008-08-07,6.02,266.27,"Kalamalka"
"307","1514","I","34",2008-05-21,2008-05-20,2008-05-23,2008-05-26,2008-08-07,2.75,201.17,"Kalamalka"
"307","1515","M","14",2008-05-19,2008-05-16,2008-05-21,2008-05-21,2008-08-26,0.98,167.77,"Kalamalka"
"307","1519","V","25",2008-05-19,2008-05-18,2008-05-21,2008-05-24,2008-08-18,5.58,323.26,"Kalamalka"
"307","1524","TT","27",2008-05-23,2008-05-20,2008-05-24,2008-05-25,2008-08-07,1.29,156.94,"Kalamalka"
"307","1529","CC","34",2008-05-19,2008-05-18,2008-05-20,2008-05-26,2008-08-26,1.14,164.88,"Kalamalka"
"307","1531","C","28",2008-05-19,2008-05-18,2008-05-21,2008-05-26,2008-08-18,2.27,275.32,"Kalamalka"
"307","1532","F","8",2008-05-18,2008-05-15,2008-05-20,2008-05-21,2008-08-27,1.07,278.17,"Kalamalka"
"307","1536","X","14",2008-05-21,2008-05-20,2008-05-22,2008-05-26,2008-08-26,0.88,139.84,"Kalamalka"
"307","1538","AA","16",2008-05-19,2008-05-19,2008-05-21,2008-05-23,2008-08-26,3.28,335.19,"Kalamalka"
"307","1512","-H","31",2008-05-22,2008-05-19,2008-05-23,2008-05-24,2008-08-27,4.04,200.65,"Kalamalka"
"307","1540","BB","5",2008-05-19,2008-05-19,2008-05-21,2008-05-23,2008-08-18,4.45,267.74,"Kalamalka"
"230","1460","N","18",2009-05-18,2009-05-16,2009-05-19,2009-05-21,2009-08-31,3.73,256.96,"Kalamalka"
"230","1467","J","5",2009-05-17,2009-05-17,2009-05-19,2009-05-22,2009-08-18,6.54,258.48,"Kalamalka"
"230","1536","F","44",2009-05-19,2009-05-19,2009-05-21,2009-05-25,2009-08-18,2.98,182.52,"Kalamalka"
"230","3044","V","53",2009-05-18,2009-05-20,2009-05-19,2009-05-25,2009-08-31,3.17,188.16,"Kalamalka"
"230","3075","CC","33",2009-05-18,2009-05-19,2009-05-19,2009-05-26,2009-08-11,4.88,228.22,"Kalamalka"
"230","3078","W","21",2009-05-20,2009-05-21,2009-05-21,2009-05-23,2009-08-31,2.19,140.52,"Kalamalka"
"230","3102","O","50",2009-05-18,2009-05-19,2009-05-20,2009-05-25,2009-08-31,2.27,209.83,"Kalamalka"
"230","3105","E","13",2009-05-19,2009-05-18,2009-05-20,2009-05-25,2009-08-31,5.95,261.37,"Kalamalka"
"230","3106","GG","19",2009-05-18,2009-05-18,2009-05-19,2009-05-25,2009-08-11,3.06,213.25,"Kalamalka"
"230","3118","A","30",2009-05-18,2009-05-19,2009-05-20,2009-05-26,2009-08-18,7.3,275.85,"Kalamalka"
"230","3126","P","65",2009-05-17,2009-05-17,2009-05-20,2009-05-24,2009-08-31,1.69,243.08,"Kalamalka"
"230","3140","L","14",2009-05-19,2009-05-18,2009-05-21,2009-05-22,2009-08-31,4.21,249.02,"Kalamalka"
"230","3156","X","6",2009-05-21,2009-05-20,2009-05-23,2009-05-26,2009-08-31,4.64,230,"Kalamalka"
"230","3157","F","21",2009-05-20,2009-05-21,2009-05-22,2009-05-26,2009-08-31,5.33,209.84,"Kalamalka"
"230","3172","Q","14",2009-05-16,2009-05-13,2009-05-19,2009-05-21,2009-08-10,4.86,302.22,"Kalamalka"
"307","937","R","2",2009-05-26,2009-05-23,2009-05-28,2009-05-28,2009-08-11,1.7,128.77,"Kalamalka"
"307","946","E","3",2009-05-23,2009-05-21,2009-05-25,2009-05-28,2009-08-27,2.34,194.16,"Kalamalka"
"307","1503","JJ","33",2009-05-20,2009-05-18,2009-05-22,2009-05-24,2009-08-27,0.9,201.83,"Kalamalka"
"307","1507","H","34",2009-05-21,2009-05-20,2009-05-23,2009-06-01,2009-08-27,3.06,232.8,"Kalamalka"
"307","1514","I","34",2009-05-22,2009-05-22,2009-05-24,2009-06-01,2009-08-18,2.4,204.39,"Kalamalka"
"307","1515","M","14",2009-05-20,2009-05-18,2009-05-22,2009-05-28,2009-08-27,1.09,245.54,"Kalamalka"
"307","1519","V","25",2009-05-21,2009-05-20,2009-05-23,2009-06-01,2009-08-27,2.62,244.12,"Kalamalka"
"307","1524","HH","4",2009-05-24,2009-05-22,2009-05-26,2009-06-01,2009-08-11,1.48,163.22,"Kalamalka"
"307","1529","CC","34",2009-05-22,2009-05-21,2009-05-24,2009-06-01,2009-08-11,2.4,211.55,"Kalamalka"
"307","1531","C","28",2009-05-22,2009-05-21,2009-05-23,2009-06-01,2009-08-27,2.33,278.6,"Kalamalka"
"307","1532","F","8",2009-05-19,2009-05-16,2009-05-21,2009-05-26,2009-08-27,0.94,322.58,"Kalamalka"
"307","1536","X","14",2009-05-22,2009-05-20,2009-05-23,2009-06-01,2009-08-18,0.61,147.72,"Kalamalka"
"307","1538","AA","16",2009-05-20,2009-05-22,2009-05-23,2009-06-01,2009-08-27,2.86,240.03,"Kalamalka"
"307","1539","S","27",2009-05-20,2009-05-18,2009-05-23,2009-05-28,2009-08-27,0.47,120.38,"Kalamalka"
"307","1540","BB","5",2009-05-20,2009-05-22,2009-05-22,2009-06-01,2009-08-27,4.25,271.27,"Kalamalka"
"310","777","19","22",2006-05-14,2006-05-11,2006-05-16,2006-05-15,2006-08-18,0.2598,164.12,"Tolko"
"310","829","15","13",2006-05-11,2006-05-10,2006-05-14,2006-05-14,2006-08-18,0.8198,159.86,"Tolko"
"310","862","6","6",2006-05-14,2006-05-14,2006-05-16,2006-05-15,2006-08-18,1.7268,238.31,"Tolko"
"310","1038","2","23",2006-05-11,2006-05-11,2006-05-16,2006-05-15,2006-08-18,0.2908,140.73,"Tolko"
"310","1055","5","27",2006-05-15,2006-05-11,2006-05-16,2006-05-14,2006-08-18,0.5188,133.18,"Tolko"
"310","1064","19","3",2006-05-12,2006-05-10,2006-05-14,2006-05-14,2006-08-18,0.7548,178.15,"Tolko"
"310","1072","11","21",2006-05-11,2006-05-11,2006-05-15,2006-05-15,2006-08-18,1.5688,166.75,"Tolko"
"310","1083","12","16",2006-05-15,2006-05-10,2006-05-18,2006-05-14,2006-08-18,0.2938,167.42,"Tolko"
"310","1089","11","8",2006-05-14,2006-05-14,2006-05-16,2006-05-15,2006-08-18,0.4408,148.55,"Tolko"
"310","1094","14","5",2006-05-16,2006-05-14,2006-05-18,2006-05-15,2006-08-18,1.1708,215.96,"Tolko"
"310","1095","14","27",2006-05-16,2006-05-15,2006-05-19,2006-05-18,2006-08-18,3.7958,233.85,"Tolko"
"310","1126","5","13",2006-05-11,2006-05-10,2006-05-15,2006-05-15,2006-08-18,0.9408,175.26,"Tolko"
"310","1134","22","20",2006-05-11,2006-05-10,2006-05-15,2006-05-14,2006-08-18,1.4138,151.39,"Tolko"
"310","1151","15","24",2006-05-16,2006-05-15,2006-05-19,2006-05-18,2006-08-18,2.0398,267.72,"Tolko"
"310","1155","7","21",2006-05-11,2006-05-11,2006-05-15,2006-05-15,2006-08-18,3.5868,282.19,"Tolko"
"230","1460","N","18",2006-05-06,2006-05-05,2006-05-08,2006-05-11,2006-08-15,2.48,267.39,"Kalamalka"
"230","1467","J","5",2006-05-05,2006-05-07,2006-05-08,2006-05-10,2006-08-09,2.04,248.39,"Kalamalka"
"230","1536","F","44",2006-05-06,2006-05-08,2006-05-10,2006-05-14,2006-08-09,0.56,175.31,"Kalamalka"
"230","3044","V","53",2006-05-11,2006-05-10,2006-05-12,2006-05-16,2006-08-16,2.52,225.06,"Kalamalka"
"230","3075","CC","33",2006-05-10,2006-05-11,2006-05-12,2006-05-19,2006-08-03,3.54,169.84,"Kalamalka"
"230","3078","W","21",2006-05-10,2006-05-10,2006-05-13,2006-05-16,2006-08-11,1.1,192.51,"Kalamalka"
"230","3102","O","50",2006-05-08,2006-05-07,2006-05-10,2006-05-17,2006-08-03,2.38,250.33,"Kalamalka"
"230","3105","E","13",2006-05-08,2006-05-10,2006-05-10,2006-05-16,2006-08-15,4.3,323.98,"Kalamalka"
"230","3106","GG","19",2006-05-12,2006-05-10,2006-05-14,2006-05-15,2006-08-14,1.32,205.67,"Kalamalka"
"230","3118","A","30",2006-05-08,2006-05-10,2006-05-10,2006-05-15,2006-08-15,6.62,226.76,"Kalamalka"
"230","3126","P","65",2006-05-03,2006-05-04,2006-05-05,2006-05-12,2006-08-03,2.32,241.75,"Kalamalka"
"230","3140","L","14",2006-05-10,2006-05-08,2006-05-11,2006-05-12,2006-08-02,0.66,253.75,"Kalamalka"
"230","3156","X","6",2006-05-13,2006-05-12,2006-05-15,2006-05-19,2006-08-16,2.26,225.19,"Kalamalka"
"230","3157","F","21",2006-05-11,2006-05-10,2006-05-14,2006-05-18,2006-08-15,5.36,280.55,"Kalamalka"
"230","3172","Q","14",2006-05-03,2006-05-03,2006-05-05,2006-05-08,2006-08-16,4.06,221.65,"Kalamalka"
"307","937","R","2",2006-05-15,2006-05-13,2006-05-16,2006-05-16,2006-08-09,1.35,162.38,"Kalamalka"
"307","946","E","3",2006-05-13,2006-05-12,2006-05-15,2006-05-18,2006-08-14,3.2,207.7,"Kalamalka"
"307","1503","JJ","33",2006-05-13,2006-05-12,2006-05-15,2006-05-16,2006-08-22,1.96,219.02,"Kalamalka"
"307","1507","L","10",2006-05-13,2006-05-10,2006-05-15,2006-05-18,2006-08-14,5.44,221,"Kalamalka"
"307","1514","I","34",2006-05-16,2006-05-14,2006-05-17,2006-05-17,2006-08-09,1.75,152.83,"Kalamalka"
"307","1515","M","14",2006-05-12,2006-05-09,2006-05-14,2006-05-18,2006-08-14,0.6,176.97,"Kalamalka"
"307","1519","V","25",2006-05-14,2006-05-12,2006-05-16,2006-05-17,2006-08-22,3.26,243.56,"Kalamalka"
"307","1524","TT","27",2006-05-16,2006-05-13,2006-05-17,2006-05-19,2006-08-09,1.05,141.55,"Kalamalka"
"307","1529","CC","34",2006-05-14,2006-05-16,2006-05-16,2006-05-20,2006-08-11,2.3,195.1,"Kalamalka"
"307","1531","C","28",2006-05-11,2006-05-10,2006-05-13,2006-05-15,2006-08-09,3.98,239.95,"Kalamalka"
"307","1532","F","8",2006-05-09,2006-05-05,2006-05-12,2006-05-10,2006-08-11,2.4,209.87,"Kalamalka"
"307","1536","X","14",2006-05-13,2006-05-11,2006-05-15,2006-05-18,2006-08-18,0.58,122.44,"Kalamalka"
"307","1538","AA","16",2006-05-13,2006-05-12,2006-05-15,2006-05-20,2006-08-11,4.66,409.41,"Kalamalka"
"307","1539","J","17",2006-05-09,2006-05-05,2006-05-12,2006-05-14,2006-08-11,0.51,105.25,"Kalamalka"
"307","1540","BB","5",2006-05-10,2006-05-13,2006-05-12,2006-05-17,2006-08-22,11.52,294.1,"Kalamalka"
"220","980","DD","3",2006-05-29,2006-05-29 07:00:00,2006-06-08 07:00:00,2006-06-08,2006-09-06,0.58,323,"PGTIS"
"220","982","T","36",2006-06-01,2006-05-29 07:00:00,2006-06-08 07:00:00,2006-06-08,2006-11-07,0.62,336,"PGTIS"
"220","986","L","41",2006-05-29,2006-05-29,2006-06-08,2006-06-08,2006-08-28,1.94,398,"PGTIS"
"220","987","N","46",2006-05-28,2006-05-28,2006-06-05,2006-06-05,2006-08-23,1.74,534,"PGTIS"
"220","1481","T","23",2006-05-27,2006-05-27,2006-06-05,2006-06-08,2006-09-06,1,324,"PGTIS"
"220","1503","E","22",2006-05-29,2006-05-29,2006-06-08,2006-06-08,2006-09-05,1.8,308,"PGTIS"
"220","1526","U","12",2006-06-05,2006-05-29,2006-06-10,2006-06-08,2006-11-07,0.16,160,"PGTIS"
"220","1531","B","47",2006-05-29,2006-05-29,2006-06-08,2006-06-08,2006-11-09,0.34,250,"PGTIS"
"220","1536","E","14",2006-06-01,2006-05-29,2006-06-08,2006-06-08,2006-11-07,1.66,224,"PGTIS"
"220","1542","C","40",2006-06-05,2006-05-29,2006-06-10,2006-06-08,2006-08-23,1.18,340,"PGTIS"
"220","1583","N","32",2006-05-29,2006-05-29,2006-06-08,2006-06-08,2006-08-29,0.86,266,"PGTIS"
"220","1584","CC","28",2006-05-29,2006-05-29,2006-06-08,2006-06-08,2006-11-07,2.68,324,"PGTIS"
"220","1588","N","13",2006-05-29,2006-05-29,2006-06-08,2006-06-08,2006-09-05,0.8,326,"PGTIS"
"220","1590","O","41",2006-05-29,2006-05-28,2006-06-08,2006-06-08,2006-11-07,1.34,222,"PGTIS"
"220","2000","AA","45",2006-05-29,2006-05-29,2006-06-08,2006-06-08,2006-08-29,1.72,510,"PGTIS"
"223","980","C","01",2006-05-31,2006-05-29,2006-06-07,2006-06-08,2006-08-28,0.6,347,"PGTIS"
"223","982","N","28",2006-05-31,2006-05-29,2006-06-05,2006-06-07,2006-11-01,1.44,334,"PGTIS"
"223","1460","E","11",2006-05-29,2006-05-29,2006-06-05,2006-06-07,2006-11-01,1.86,270,"PGTIS"
"223","1467","M","04",2006-05-29,2006-05-24,2006-06-05,2006-06-07,2006-08-22,2.14,443,"PGTIS"
"223","1469","Q","39",2006-05-24,2006-05-24,2006-06-05,2006-06-05,2006-08-22,1.46,511,"PGTIS"
"223","1470","M","17",2006-05-29,2006-05-29,2006-06-05,2006-06-07,2006-08-22,5,340,"PGTIS"
"223","1477","X","20",2006-05-29,2006-05-24,2006-06-05,2006-06-05,2006-08-28,0.46,372,"PGTIS"
"223","1482","Y","39",2006-05-29,2006-05-29,2006-06-05,2006-06-07,2006-08-17,2.22,316,"PGTIS"
"223","1485","Z","33",2006-05-29,2006-05-24,2006-06-05,2006-06-07,2006-08-22,2.64,324,"PGTIS"
"223","1501","H","17",2006-05-24,2006-05-24,2006-05-31,2006-06-05,2006-11-01,4.8,294,"PGTIS"
"223","1503","X","12",2006-05-29,2006-05-24,2006-06-05,2006-06-07,2006-08-30,2.6,324,"PGTIS"
"223","1532","S","28",2006-05-29,2006-05-24,2006-06-05,2006-06-07,2006-11-02,1.22,326,"PGTIS"
"223","1540","AA","22",2006-05-24,2006-05-24,2006-06-05,2006-06-07,2006-11-02,5.34,338,"PGTIS"
"223","1541","P","12",2006-05-31,2006-05-29,2006-06-07,2006-06-07,2006-08-28,1.7,270,"PGTIS"
"223","1584","S","10",2006-05-29,2006-05-24,2006-06-05,2006-06-07,2006-11-02,2.14,314,"PGTIS"
"228","986","R","29",2006-05-29,2006-05-29,2006-06-05,2006-06-05,2006-08-28,1.94,345,"PGTIS"
"228","987","Q","1",2006-05-24,2006-05-24,2006-06-05,2006-06-05,2006-08-23,0.84,483,"PGTIS"
"228","1460","A","45",2006-05-29,2006-05-24,2006-06-05,2006-06-05,2006-11-08,2.22,248,"PGTIS"
"228","1464","V","46",2006-05-29,2006-05-29,2006-06-05,2006-06-05,2006-08-16,1.6,379,"PGTIS"
"228","1465","K","48",2006-06-01,2006-05-24,2006-06-07,2006-06-05,2006-09-05,0.82,394,"PGTIS"
"228","1532","I","14",2006-05-24,2006-05-29,2006-06-05,2006-06-05,2006-08-29,1.94,446,"PGTIS"
"228","1536","J","22",2006-05-29,2006-05-29,2006-06-05,2006-06-07,2006-08-29,0.58,203,"PGTIS"
"228","1538","J","36",2006-05-29,2006-05-29,2006-06-05,2006-06-05,2006-08-28,4.24,533,"PGTIS"
"228","1539","V","15",2006-05-29,2006-05-29,2006-06-05,2006-06-05,2006-11-09,0.25,184,"PGTIS"
"228","1540","D","35",2006-05-29,2006-05-29,2006-06-05,2006-06-05,2006-11-08,0.68,258,"PGTIS"
"228","1583","Q","11",2006-05-29,2006-05-24,2006-06-05,2006-06-05,2006-08-28,1.58,231,"PGTIS"
"228","1584","EE","25",2006-05-29,2006-05-24,2006-06-05,2006-06-07,2006-11-08,2.9,310,"PGTIS"
"228","1588","U","39",2006-05-24,2006-05-29,2006-06-05,2006-06-05,2006-08-21,2.86,354,"PGTIS"
"228","1590","Z","35",2006-05-29,2006-05-29,2006-06-05,2006-06-05,2006-11-08,1.06,220,"PGTIS"
"228","2000","BB","30",2006-05-29,2006-05-29,2006-06-05,2006-06-07,2006-08-28,3.16,459,"PGTIS"
"308","1541","ZC","1",2006-05-15,2006-05-12,2006-05-23,2006-05-24,2006-08-03,0.624,193,"PRT"
"308","1544","R","6",2006-05-15,2006-05-15,2006-05-22,2006-05-26,2006-08-08,5.184,224,"PRT"
"308","1548","F","4",2006-05-12,2006-05-15,2006-05-23,2006-05-25,2006-08-03,0.444,150,"PRT"
"308","1551","C","4",2006-05-12,2006-05-12,2006-05-19,2006-05-23,2006-08-08,1.064,178,"PRT"
"308","1553","Q","7",2006-05-15,2006-05-11,2006-05-23,2006-05-23,2006-08-03,1.064,168,"PRT"
"308","1555","ZC","30",2006-05-12,2006-05-11,2006-05-19,2006-05-23,2006-08-02,0.524,119,"PRT"
"308","1557","O","8",2006-05-10,2006-05-08,2006-05-19,2006-05-23,2006-08-03,0.667,255,"PRT"
"308","1562","O","6",2006-05-16,2006-05-14,2006-05-24,2006-05-26,2006-08-08,NA,NA,"PRT"
"308","1565","ZO","21",2006-05-15,2006-05-12,2006-05-19,2006-05-25,2006-08-03,0.224,159,"PRT"
"308","1567","ZL","17",2006-05-09,2006-05-09,2006-05-19,2006-05-23,2006-08-01,1.064,178,"PRT"
"308","1570","ZB","4",2006-05-14,2006-05-14,2006-05-23,2006-05-25,2006-08-08,0.159,142,"PRT"
"308","1574","L","5",2006-05-12,2006-05-14,2006-05-22,2006-05-25,2006-08-03,2.564,224,"PRT"
"308","1576","ZT","18",2006-05-14,2006-05-14,2006-05-18,2006-05-25,2006-08-08,2.124,384,"PRT"
"308","1578","T","11",2006-05-12,2006-05-08,2006-05-23,2006-05-23,2006-08-02,0.304,164,"PRT"
"308","1580","ZQ","23",2006-05-08,2006-05-08,2006-05-19,2006-05-23,2006-08-01,0.944,132,"PRT"
"311","851","L","8",2006-05-15,2006-05-11,2006-05-19,2006-05-23,2006-08-11,NA,NA,"PRT"
"311","887","ZM","15",2006-05-11,2006-05-08,2006-05-18,2006-05-23,2006-08-09,0.764,207,"PRT"
"311","1100","ZN","5",2006-05-12,2006-05-15,2006-05-18,2006-05-25,2006-08-10,3.024,204,"PRT"
"311","1144","E","10",2006-05-16,2006-05-15,2006-05-18,2006-05-25,2006-08-14,0.904,241,"PRT"
"311","1151","ZL","6",2006-05-16,2006-05-16,2006-05-19,2006-05-26,2006-08-11,3.144,344,"PRT"
"311","1263","ZC","9",2006-05-16,2006-05-14,2006-05-23,2006-05-25,2006-08-15,0.584,252,"PRT"
"311","1347","K","3",2006-05-10,2006-05-11,2006-05-18,2006-05-23,2006-08-15,4.204,231,"PRT"
"311","1362","D","4",2006-05-09,2006-05-08,2006-05-18,2006-05-19,2006-08-09,0.904,224,"PRT"
"311","1450","ZM","2",2006-05-16,2006-05-14,2006-05-19,2006-05-25,2006-08-11,1.284,204,"PRT"
"311","1692","K","21",2006-05-16,2006-05-15,2006-05-19,2006-05-25,2006-08-11,0.139,129,"PRT"
"311","1766","ZQ","8",2006-05-12,2006-05-14,2006-05-18,2006-05-23,2006-08-15,0.308,176,"PRT"
"311","1767","K","14",2006-05-15,2006-05-15,2006-05-19,2006-05-25,2006-08-14,2.584,333,"PRT"
"311","1771","V","1",2006-05-15,2006-05-15,2006-05-19,2006-05-25,2006-08-10,1.184,129,"PRT"
"311","1774","F","3",2006-05-16,2006-05-15,2006-05-23,2006-05-26,2006-08-14,1.144,178,"PRT"
"311","1779","ZC","6",2006-05-12,2006-05-14,2006-05-18,2006-05-23,2006-08-14,3.104,317,"PRT"
"313","844","D","17",2006-05-17,2006-05-16,2006-05-23,2006-05-26,2006-08-21,3.584,235,"PRT"
"313","845","C","26",2006-05-15,2006-05-16,2006-05-23,2006-05-25,2006-08-15,1.604,393,"PRT"
"313","1149","N","9",2006-05-17,2006-05-16,2006-05-23,2006-05-26,2006-08-17,1.624,339,"PRT"
"313","1150","Q","4",2006-05-11,2006-05-11,2006-05-18,2006-05-23,2006-08-16,2.144,272,"PRT"
"313","1168","K","3",2006-05-14,2006-05-14,2006-05-18,2006-05-23,2006-08-17,0.784,246,"PRT"
"313","1170","D","13",2006-05-13,2006-05-13,2006-05-19,2006-05-23,2006-08-15,1.964,251,"PRT"
"313","1201","H","6",2006-05-08,2006-05-08,2006-05-18,2006-05-23,2006-08-15,3.304,142,"PRT"
"313","1368","I","6",2006-05-17,2006-05-17,2006-05-23,2006-05-26,2006-08-21,1.664,304,"PRT"
"313","1442","O","3",2006-05-11,2006-05-11,2006-05-18,2006-05-23,2006-08-17,3.824,297,"PRT"
"313","1767","E","4",2006-05-14,2006-05-14,2006-05-19,2006-05-23,2006-08-16,2.324,371,"PRT"
"313","1770","L","7",2006-05-17,2006-05-16,2006-05-23,2006-05-26,2006-08-16,2.464,347,"PRT"
"313","1780","J","5",2006-05-11,2006-05-11,2006-05-18,2006-05-23,2006-08-17,0.289,181,"PRT"
"313","1783","ZK","25",2006-05-15,2006-05-14,2006-05-19,2006-05-25,2006-08-17,4.344,334,"PRT"
"313","1787","Q","16",2006-05-10,2006-05-08,2006-05-18,2006-05-19,2006-08-16,0.784,312,"PRT"
"313","1789","ZC","14",2006-05-11,2006-05-13,2006-05-19,2006-05-23,2006-08-15,NA,NA,"PRT"
"218","195","K","11",2006-05-06,2006-05-06,2006-05-12,2006-05-12,2006-08-21,0.44,207,"Vernon"
"218","517","B","41",2006-05-03,2006-05-03,2006-05-09,2006-05-06,2006-08-18,2.14,293,"Vernon"
"218","1616","S","9",2006-05-09,2006-05-06,2006-05-15,2006-05-12,2006-08-21,0.42,94,"Vernon"
"218","1737","JJ","40",2006-05-09,2006-05-09,2006-05-15,2006-05-15,2006-07-20,1.26,225,"Vernon"
"218","1739","U","38",2006-05-06,2006-05-06,2006-05-12,2006-05-15,2006-08-24,1.2,152,"Vernon"
"218","1792","A","8",2006-05-12,2006-05-15,2006-05-17,2006-05-18,2006-08-18,2.02,214,"Vernon"
"218","1795","S","39",2006-05-09,2006-05-09,2006-05-15,2006-05-16,2006-08-24,0.52,106,"Vernon"
"218","1798","N","6",2006-05-09,2006-05-15,2006-05-15,2006-05-18,2006-08-02,3.8,260,"Vernon"
"218","1808","V","81",2006-05-03,2006-05-03,2006-05-09,2006-05-12,2006-08-24,2.94,249,"Vernon"
"218","1809","W","37",2006-05-06,2006-05-06,2006-05-09,2006-05-15,2006-08-24,0.9,116,"Vernon"
"218","1833","M","3",2006-05-15,2006-05-12,2006-05-18,2006-05-15,2006-08-21,0.4,165,"Vernon"
"218","2003","E","70",2006-05-03,2006-05-03,2006-05-09,2006-05-06,2006-07-21,1.88,180,"Vernon"
"218","2028","DD","5",2006-05-06,2006-05-06,2006-05-09,2006-05-12,2006-08-25,0.28,146,"Vernon"
"218","2068","N","98",2006-05-06,2006-05-06,2006-05-09,2006-05-12,2006-08-22,0.42,167,"Vernon"
